User,Campaign,crm_Campagne_Naam_in_email,Likelihood
01B45481-0877-E911-80FE-001DD8B72B62,1314F31E-1D1A-EC11-8126-001DD8B72B62,#WelkomBijVokaVaart - netwerkontbijt op 21 oktober 2021,100
01B45481-0877-E911-80FE-001DD8B72B62,CFEEE5D6-5A5D-EA11-810D-001DD8B72B61,OV-NW-Voka Update-AIO-Sep2019-Aandachtspunten bij het afsluiten van overeenkomsten anno 2020,100
01B45481-0877-E911-80FE-001DD8B72B62,833C8519-55DA-EB11-8124-001DD8B72B62,Lunchmeeting met Frank Beckx op 25 augustus 2021,100
01B45481-0877-E911-80FE-001DD8B72B62,426FCACD-A56A-EB11-8119-001DD8B72B61,Welkom@Voka op 16 november 2021,100
01B45481-0877-E911-80FE-001DD8B72B62,307DDCDD-A0CC-ED11-B597-000D3A4AB78E,Voka Visit bij Gadot,100
01B45481-0877-E911-80FE-001DD8B72B62,192C3C68-F992-EC11-B400-000D3A2B1748,Welkom@Voka - 14 juni 2022,100
01B45481-0877-E911-80FE-001DD8B72B62,C9007FD3-6F2F-E911-80FB-001DD8B72B62,Lunchmeeting 6x6 scale-ups vs ceo's,100
01B45481-0877-E911-80FE-001DD8B72B62,FABFC414-9011-ED11-B83D-000D3A43E419,Voka Politica Destelbergen - dinsdag 4 oktober 2022,100
01B45481-0877-E911-80FE-001DD8B72B62,D676D47C-C56B-ED11-9561-6045BD8952CE,Voka Politica in Lievegem,100
01B45481-0877-E911-80FE-001DD8B72B62,B422A5B1-BBC7-ED11-B597-6045BD895BFB,Quick Refresh - webinar: Opleidingsplan met Anneleen Verstraeten (SD Worx),100
01B45481-0877-E911-80FE-001DD8B72B62,E9C59F31-6C6F-EB11-811C-001DD8B72B62,Voka Netwekkers Thema Duurzaam,100
01B45481-0877-E911-80FE-001DD8B72B62,75DB76CE-0219-EB11-8115-001DD8B72B61,Voka Netwekkers - Digitaal en grensoverschrijdend,100
01B45481-0877-E911-80FE-001DD8B72B62,A37966A8-0D7C-EB11-811D-001DD8B72B62,Voka Netwekkers Digitaal met Vlaams-Brabant,100
01B45481-0877-E911-80FE-001DD8B72B62,80FDD8C4-0428-EB11-8115-001DD8B72B61,Voka Netwekkers 'vanuit uw kot' - 3 februari 2021,100
01B45481-0877-E911-80FE-001DD8B72B62,58F3F1ED-2A32-EC11-8127-001DD8B72B62,Voka Vaart - Verkoop boek 'Vaartmakers',100
01B45481-0877-E911-80FE-001DD8B72B62,65D1FD1D-921B-EC11-8123-001DD8B72B61,Nocturne Voka Vaart met bezoek Vaartmakers en optreden sopraan Elise Caluwaerts,100
01B45481-0877-E911-80FE-001DD8B72B62,0B64F937-E8D5-EC11-A7B5-000D3ABD1F85,Welkom@Voka - 15 november 2022,100
01B45481-0877-E911-80FE-001DD8B72B62,B2939DB2-A3CC-ED11-B597-6045BD9745FB,Netwekkers bij Buro Project,100
01B45481-0877-E911-80FE-001DD8B72B62,29C955B8-CEB9-ED11-83FF-6045BD8952CE,Welkom@Voka - dinsdag 20 juni,100
01B45481-0877-E911-80FE-001DD8B72B62,B0D59BB6-5F96-ED11-AAD1-6045BD895D85,Voka Netwekkers te gast bij m-accent,100
01B45481-0877-E911-80FE-001DD8B72B62,46C0357E-13E0-ED11-A7C6-6045BD895FE4,Politica in Erpe-Mere,100
01B45481-0877-E911-80FE-001DD8B72B62,604B37A4-C064-ED11-9561-6045BD895B5A,Welkom@Voka - 28 februari 2023,100
01B45481-0877-E911-80FE-001DD8B72B62,870BA609-A856-ED11-BBA2-6045BD895D85,Voka's XpertFinder | HR Tech,100
01B45481-0877-E911-80FE-001DD8B72B62,3C95AC10-7248-EC11-8C62-6045BD8D2834,Voka op bezoek bij Deroose Plants | Exotic Plant - Donderdag 17 februari 2022,100
01B45481-0877-E911-80FE-001DD8B72B62,35B96C5A-0F1B-E911-80FA-001DD8B72B61,OV-NW-Netwekkers Obumex,100
01B45481-0877-E911-80FE-001DD8B72B62,932690EF-20B1-ED11-83FF-6045BD895B5A,Community Event: Grootmeesters van de groei,100
01B45481-0877-E911-80FE-001DD8B72B62,7E04D7C8-59FC-EC11-82E5-000D3A3A954E,Voka's grote voorjaarsupdate op maandag 6 februari,100
01B45481-0877-E911-80FE-001DD8B72B62,EC55159E-109A-EC11-B400-0022488005A7,Voka's grote najaarsupdate op maandag 12 september,100
01B45481-0877-E911-80FE-001DD8B72B62,738E8376-4C29-E911-80FB-001DD8B72B62,OV-NW-Voka Vista,100
01B45481-0877-E911-80FE-001DD8B72B62,A02595A3-8A5F-ED11-9561-6045BD8952CE,OV-NW- Quick Refresh - webinar: Arbeidsdeal met Anneleen Verstraeten - SD Worx,100
01B45481-0877-E911-80FE-001DD8B72B62,C842861B-9AA0-ED11-AAD1-6045BD895B5A,OV-NW/AO-AIO-Matchmaking-XpertFinder-HRTech-voorjaar 2023,100
01B45481-0877-E911-80FE-001DD8B72B62,1DA71D0D-8A84-EA11-8110-001DD8B72B62,Voka Netwekkers Digitaal - 6 mei 2020,100
01B45481-0877-E911-80FE-001DD8B72B62,AE5F16D7-5B01-EA11-8107-001DD8B72B62,Big Refresh - De grote voorjaarsupdate,100
01B45481-0877-E911-80FE-001DD8B72B62,8536D996-C339-E911-80FC-001DD8B72B61,OV-MATCH-Welkom@Voka OVL,100
01B45481-0877-E911-80FE-001DD8B72B62,69B6574B-B965-EA11-810F-001DD8B72B62,Voka XpertFinder - Digitalisering,100
01B45481-0877-E911-80FE-001DD8B72B62,98C99E00-94B4-EB11-811B-001DD8B72B61,Voka Big Refresh - de grote najaarsupdate op maandag 13 september,100
01B45481-0877-E911-80FE-001DD8B72B62,D1D582AD-570C-EA11-8107-001DD8B72B61,Lunchmeeting 'Overdracht van vermogen en successieplanning' met Banque de Luxembourg - 13 december bij Voka,100
01B45481-0877-E911-80FE-001DD8B72B62,292AFF3C-DFFD-EC11-82E5-000D3A3A3AC2,OV-NW-Voka Politica Gent 2022,100
01B45481-0877-E911-80FE-001DD8B72B62,3CFB2D89-D701-ED11-82E5-000D3A2A9467,Voka Politica in Zwijnaarde 2022,100
